Number,Arrival time,X1,X2,X3
001,08:30,6,0,6
002,08:30,6,1,7
003,08:30,0,2,2
004,08:31,10,3,13
005,08:32,6,2,8
006,08:45,23,0,23
007,08:45,8,0,8
008,08:48,18,0,18
009,08:54,7,0,7
010,09:02,11,0,11
011,09:02,59,0,59
012,09:03,50,0,50
013,09:05,2,0,2
014,09:07,2,1,3
015,09:08,3,2,5
016,09:11,3,2,5
017,09:13,13,2,15
018,09:17,9,0,9
019,09:25,4,0,4
020,09:25,1,1,2
021,09:27,20,1,21
022,09:28,4,2,6
023,09:30,0,3,3
024,09:34,1,1,2
025,09:35,1,2,3
026,09:38,2,0,2
027,09:39,3,1,4
028,09:39,3,2,5
029,09:40,7,2,9
030,09:40,0,3,3
031,09:41,2,4,6
032,09:43,0,4,4
033,09:44,2,5,7
034,09:47,3,5,8
035,09:47,10,6,16
036,09:48,2,6,8
037,09:50,4,5,9
038,09:50,1,6,7
039,09:51,0,5,5
040,09:52,1,5,6
041,09:53,4,6,10
042,09:54,0,5,5
043,09:55,5,4,9
044,10:00,1,0,1
045,10:01,2,0,2
046,10:02,2,1,3
047,10:02,2,2,4
048,10:02,1,3,4
049,10:03,2,3,5
050,10:04,5,4,9
051,10:04,1,3,4
052,10:05,2,4,6
053,10:05,4,5,9
054,10:05,3,6,9
055,10:05,5,6,11
056,10:08,1,1,2
057,10:10,4,1,5
058,10:12,0,1,1
059,10:12,3,1,4
060,10:13,7,0,7
061,10:14,8,1,9
062,10:14,4,2,6
063,10:15,10,3,13
064,10:16,1,2,3
065,10:17,2,2,4
066,10:20,7,3,10
067,10:20,0,4,4
068,10:21,51,4,55
069,10:23,2,5,7
070,10:25,0,3,3
071,10:25,4,3,7
072,10:27,0,3,3
073,10:29,6,3,9
074,10:31,2,2,4
075,10:31,1,3,4
076,10:32,9,4,13
077,10:33,8,3,11
078,10:33,13,4,17
079,10:34,5,5,10
080,10:35,2,6,8
081,10:38,4,6,10
082,10:39,9,6,15
083,10:41,1,6,7
084,10:42,0,6,6
085,10:42,8,7,15
086,10:44,8,8,16
087,10:44,2,9,11
088,10:44,0,10,10
089,10:46,3,11,14
090,10:46,3,12,15
091,10:48,4,12,16
092,10:48,0,13,13
093,10:50,1,13,14
094,10:52,0,13,13
095,10:53,3,13,16
096,10:53,11,14,25
097,10:54,0,15,15
098,10:56,6,15,21
099,10:56,0,16,16
100,11:01,0,14,14
101,11:02,0,15,15
102,11:04,11,16,27
103,11:05,0,16,16
104,11:06,3,17,20
105,11:09,3,17,20
106,11:12,6,16,22
107,11:13,6,16,22
108,11:14,8,16,24
109,11:15,4,17,21
110,11:17,7,15,22
111,11:18,2,11,13
112,11:21,1,8,9
113,11:21,25,8,33
114,11:25,8,7,15
115,11:25,0,8,8
116,11:31,1,6,7
117,11:34,14,6,20
118,11:34,3,7,10
119,11:35,8,7,15
120,11:35,2,7,9
121,11:36,5,8,13
122,11:44,0,4,4
123,11:44,2,5,7
124,11:45,8,5,13
125,11:46,9,6,15
126,11:48,6,7,13
127,11:48,12,8,20
128,11:49,2,8,10
129,11:50,2,9,11
130,11:50,0,10,10
131,11:51,6,11,17
132,11:53,12,12,24
133,11:54,4,13,17
134,12:01,12,9,21
135,12:01,3,9,12
136,12:02,2,10,12
137,12:05,0,9,9
138,12:07,9,10,19
139,12:11,6,6,12
140,12:11,0,7,7
141,12:11,3,8,11
142,12:11,3,9,12
143,12:12,0,10,10
144,12:13,2,11,13
145,12:15,3,11,14
146,12:15,1,12,13
147,12:16,1,11,12
148,12:19,4,12,16
149,12:19,1,13,14
150,12:20,4,11,15
151,12:21,2,12,14
152,12:22,13,12,25
153,12:22,11,13,24
154,12:23,12,14,26
155,12:27,9,13,22
156,15:46,2,0,2
157,15:46,1,0,1
158,15:47,3,0,3
159,15:47,7,1,8
160,15:47,2,1,3
161,15:47,6,1,7
162,15:50,2,0,2
163,15:52,14,0,14
164,15:53,3,0,3
165,15:56,1,0,1
166,15:57,4,1,5
167,15:57,6,2,8
168,15:58,17,3,20
169,15:58,3,3,6
170,16:00,2,3,5
171,16:00,3,4,7
172,16:00,4,5,9
173,16:01,7,6,13
174,16:01,0,6,6
175,16:03,2,6,8
176,16:04,2,6,8
177,16:04,0,7,7
178,16:05,1,8,9
179,16:07,0,9,9
180,16:07,35,10,45
181,16:07,0,10,10
182,16:07,1,11,12
183,16:11,5,8,13
184,16:11,4,7,11
185,16:14,10,2,12
186,16:15,6,2,8
187,16:15,3,3,6
188,16:17,9,3,12
189,16:18,2,3,5
190,16:18,9,4,13
191,16:19,8,5,13
192,16:19,0,6,6
193,16:21,0,4,4
194,16:23,4,5,9
195,16:23,7,6,13
196,16:24,2,6,8
197,16:24,7,7,14
198,16:25,5,8,13
199,16:25,2,9,11
200,16:27,1,8,9
201,16:30,3,5,8
202,16:32,9,6,15
203,16:36,0,5,5
204,16:37,2,4,6
205,16:37,6,5,11
206,16:37,9,5,14
207,16:38,8,6,14
208,16:38,20,7,27
209,16:38,13,8,21
210,16:41,1,7,8
211,16:46,3,4,7
212,16:47,11,5,16
213,16:49,10,4,14
214,16:51,7,4,11
215,16:51,2,5,7
216,16:52,2,5,7
217,16:54,3,6,9
218,16:58,15,6,21
219,17:00,1,6,7
220,17:02,0,7,7
221,17:03,4,7,11
222,17:06,0,7,7
223,17:08,4,8,12
224,17:09,8,9,17
225,17:11,1,8,9
226,17:12,10,8,18
227,17:12,4,9,13
228,17:13,4,8,12
229,17:15,2,5,7
230,17:17,5,5,10
231,17:17,5,6,11
232,17:17,5,7,12
233,17:19,1,8,9
234,17:20,2,7,9
235,17:21,0,7,7
236,17:22,0,8,8
237,17:23,7,9,16
238,17:24,0,10,10
239,17:26,10,9,19
240,17:27,2,9,11
241,17:27,0,10,10
242,17:28,1,10,11
243,17:28,5,10,15
244,17:32,4,9,13
245,17:32,3,10,13
246,17:33,0,11,11
247,17:34,13,9,22
248,17:34,0,9,9
249,17:34,2,9,11
250,17:35,3,9,12
251,17:35,2,10,12
252,17:38,1,11,12
253,17:39,9,12,21
254,17:41,10,12,22
255,17:43,2,10,12
256,17:48,6,5,11
257,17:48,8,6,14
258,17:49,1,5,6
259,17:50,5,6,11
260,17:50,2,7,9
261,17:51,3,7,10
262,17:53,4,5,9
263,17:54,5,6,11
264,17:54,2,7,9
265,17:55,1,8,9
266,17:56,4,8,12
267,17:56,5,9,14
268,17:57,4,10,14
269,18:00,0,10,10
270,18:00,3,11,14
271,18:01,2,12,14
272,18:02,0,10,10
273,18:03,2,10,12
274,18:05,2,10,12
275,18:05,13,11,24
276,18:05,6,12,18
277,18:06,0,12,12
278,18:07,5,11,16
279,18:10,4,8,12
280,18:10,3,9,12
281,18:10,10,10,20
282,18:12,0,11,11
283,18:12,0,11,11
284,18:14,11,8,19
285,18:15,0,7,7
286,18:16,2,7,9
287,18:16,9,7,16
288,18:18,1,8,9
289,18:18,2,9,11
290,18:19,2,10,12
291,18:22,5,4,9
292,18:22,1,5,6
293,18:22,2,6,8
294,18:26,17,4,21
295,18:26,7,5,12
296,18:28,0,5,5
297,18:28,7,5,12
298,18:29,19,6,25
299,18:29,9,7,16
300,18:31,3,8,11
301,18:31,2,9,11
302,18:33,16,7,23
303,18:34,3,5,8
304,18:38,4,5,9
305,18:38,8,6,14
306,18:40,0,7,7
307,18:41,2,7,9
308,18:43,3,7,10
309,18:43,6,8,14
311,18:48,4,8,12
312,18:51,2,8,10
313,18:52,0,9,9
314,18:56,3,6,9
315,18:59,7,5,12
316,19:03,15,3,18
317,19:06,7,1,8
318,19:06,1,2,3
319,19:07,5,2,7
320,19:08,3,3,6
321,19:08,4,4,8
322,19:11,3,3,6
323,19:13,3,2,5
325,19:14,0,4,4
326,19:15,2,4,6
327,19:17,2,4,6
328,19:19,2,4,6
