Number,Arrival time,X1,X2,X3
001,08:32,5,0,5
002,08:33,9,1,10
003,08:36,9,1,10
004,08:37,0,2,2
005,08:44,0,1,1
006,08:46,2,2,4
007,08:48,0,3,3
008,08:50,3,4,7
009,08:51,29,5,34
010,08:52,2,4,6
011,08:53,10,4,14
012,08:57,18,3,21
013,09:00,3,2,5
014,09:03,0,2,2
015,09:03,3,3,6
016,09:04,0,3,3
017,09:04,2,4,6
018,09:08,5,4,9
019,09:08,1,5,6
020,09:12,4,5,9
021,09:14,1,3,4
022,09:15,3,4,7
023,09:15,11,5,16
024,09:15,0,6,6
025,09:16,0,6,6
026,09:20,1,6,7
027,09:20,11,7,18
028,09:22,0,8,8
029,09:24,6,7,13
030,09:26,5,7,12
031,09:27,2,7,9
032,09:28,4,6,10
033,09:31,6,2,8
034,09:31,3,3,6
035,09:32,6,4,10
036,09:33,19,5,24
037,09:34,7,6,13
038,09:38,8,3,11
039,09:40,0,2,2
040,09:42,1,2,3
041,09:43,1,3,4
042,09:44,5,3,8
043,09:45,22,4,26
044,09:45,2,5,7
045,09:45,20,6,26
046,09:45,2,7,9
047,09:46,5,8,13
048,09:46,0,9,9
049,09:48,7,9,16
050,09:48,6,9,15
051,09:52,10,7,17
052,09:52,6,8,14
053,09:54,3,8,11
054,09:55,19,8,27
055,09:57,2,8,10
056,09:58,3,9,12
057,09:58,2,9,11
058,10:00,4,7,11
059,10:02,6,8,14
060,10:02,9,9,18
061,10:03,4,10,14
062,10:03,4,11,15
063,10:03,10,12,22
064,10:10,0,11,11
065,10:11,3,12,15
066,10:11,6,13,19
067,10:12,10,14,24
068,10:13,4,15,19
069,10:15,1,14,15
070,10:16,3,15,18
071,10:20,16,12,28
072,10:20,0,13,13
073,10:23,0,12,12
074,10:27,9,12,21
075,10:29,2,11,13
076,10:31,7,12,19
077,10:32,4,11,15
078,10:34,2,10,12
079,10:37,8,10,18
080,10:40,2,8,10
081,10:43,1,6,7
082,10:44,8,6,14
083,10:47,3,5,8
084,10:47,2,6,8
085,10:47,3,7,10
086,10:50,2,8,10
087,10:54,47,6,53
088,10:55,2,7,9
089,10:57,6,4,10
090,10:58,3,5,8
091,10:59,2,6,8
092,11:00,4,6,10
093,11:02,3,5,8
094,11:03,7,6,13
095,11:03,2,6,8
096,11:08,1,4,5
097,11:08,0,3,3
098,11:09,0,4,4
099,11:09,31,5,36
100,11:13,3,3,6
101,11:17,6,0,6
102,11:18,8,0,8
103,11:21,3,0,3
104,11:22,3,1,4
105,11:24,8,1,9
106,11:29,18,0,18
107,11:32,2,0,2
108,11:39,3,0,3
109,11:39,16,1,17
110,11:41,5,1,6
111,11:42,3,1,4
112,11:44,1,2,3
113,11:44,7,3,10
114,11:45,13,3,16
115,11:45,4,4,8
116,11:46,4,4,8
117,11:47,17,5,22
118,11:48,8,6,14
119,11:50,2,3,5
120,11:51,2,3,5
121,11:55,0,3,3
122,11:58,2,3,5
123,11:58,14,3,17
124,11:59,11,4,15
125,12:00,8,5,13
126,12:05,9,2,11
127,12:06,32,0,32
128,12:09,0,1,1
129,12:10,35,2,37
130,12:11,7,3,10
131,12:15,5,1,6
132,12:17,5,0,5
133,12:20,1,0,1
134,12:23,4,0,4
135,12:23,23,1,24
136,12:27,17,0,17
137,15:45,9,0,9
138,15:45,53,1,54
139,15:45,1,2,3
140,15:46,0,3,3
141,15:46,7,3,10
142,15:48,5,4,9
143,15:48,3,4,7
144,15:49,3,5,8
145,15:49,4,6,10
146,15:50,9,4,13
147,15:51,2,5,7
148,15:51,3,4,7
149,15:53,3,5,8
150,15:54,2,6,8
151,15:55,6,7,13
152,15:56,4,6,10
153,15:56,4,7,11
154,15:57,23,7,30
155,15:58,1,7,8
156,15:58,4,8,12
157,15:58,4,8,12
158,16:00,3,9,12
159,16:02,4,8,12
160,16:02,0,9,9
161,16:02,7,10,17
162,16:04,2,10,12
163,16:04,5,11,16
164,16:04,0,11,11
165,16:11,3,9,12
166,16:12,3,10,13
167,16:13,5,10,15
168,16:13,2,11,13
169,16:14,4,12,16
170,16:15,7,13,20
171,16:15,0,14,14
172,16:17,1,14,15
173,16:17,42,15,57
174,16:20,1,15,16
175,16:21,0,15,15
176,16:23,5,13,18
177,16:24,7,14,21
178,16:27,2,12,14
179,16:29,4,13,17
180,16:29,0,13,13
181,16:33,12,10,22
182,16:35,3,9,12
183,16:43,7,3,10
184,16:43,4,4,8
185,16:46,3,2,5
186,16:49,2,2,4
187,16:49,4,3,7
188,16:51,2,3,5
189,16:52,0,4,4
190,16:54,1,3,4
191,16:54,20,4,24
192,16:54,11,4,15
193,16:55,2,5,7
194,17:04,4,0,4
195,17:05,3,1,4
196,17:05,10,2,12
197,17:08,4,2,6
198,17:09,2,3,5
199,17:09,3,4,7
200,17:10,2,5,7
201,17:10,8,6,14
202,17:13,4,5,9
203,17:15,13,4,17
204,17:16,5,4,9
205,17:16,1,5,6
206,17:18,2,5,7
207,17:20,1,2,3
208,17:20,17,3,20
209,17:22,4,4,8
210,17:24,10,2,12
211,17:24,2,3,5
212,17:24,4,4,8
213,17:30,2,0,2
214,17:32,6,0,6
215,17:32,0,1,1
216,17:35,2,1,3
217,17:35,8,2,10
218,17:35,7,3,10
219,17:36,7,2,9
220,17:38,30,2,32
221,17:38,3,3,6
222,17:43,5,0,5
223,17:46,6,1,7
224,17:50,3,0,3
225,17:52,3,1,4
226,17:52,9,1,10
227,17:52,2,1,3
228,17:53,2,2,4
229,17:54,10,2,12
230,17:58,2,1,3
231,18:00,4,1,5
232,18:01,3,2,5
233,18:01,0,2,2
234,18:02,13,3,16
235,18:06,5,3,8
236,18:06,2,4,6
237,18:06,5,5,10
238,18:08,0,5,5
239,18:09,11,6,17
240,18:09,5,6,11
241,18:17,0,1,1
242,18:18,0,2,2
243,18:21,5,2,7
244,18:21,2,3,5
245,18:22,4,4,8
246,18:25,3,1,4
247,18:26,5,1,6
248,18:27,2,1,3
249,18:29,2,1,3
250,18:29,3,2,5
251,18:30,5,3,8
252,18:30,5,4,9
253,18:32,7,3,10
254,18:36,7,1,8
255,18:37,29,1,30
256,18:41,9,0,9
257,18:44,5,0,5
258,18:49,0,0,0
259,18:49,2,1,3
260,18:50,3,2,5
261,18:50,7,3,10
262,18:52,2,1,3
263,18:53,5,2,7
264,18:56,2,1,3
265,18:58,1,1,2
266,18:59,1,1,2
267,18:59,20,2,22
269,19:09,13,0,13
