Number,Arrival time,X1,X2,X3
001,08:31,6,0,6
002,08:38,2,0,2
003,08:38,3,0,3
004,08:39,2,0,2
005,08:39,5,1,6
006,08:41,12,2,14
007,08:42,1,2,3
008,08:43,0,2,2
009,08:56,5,0,5
010,09:02,4,0,4
011,09:02,5,0,5
012,09:07,3,0,3
013,09:07,3,1,4
014,09:08,0,0,0
015,09:11,8,1,9
016,09:12,4,0,4
017,09:13,33,1,34
018,09:13,3,2,5
019,09:22,6,0,6
020,09:23,3,1,4
021,09:25,4,0,4
022,09:26,5,1,6
023,09:27,0,2,2
024,09:28,0,2,2
025,09:32,1,1,2
026,09:32,5,0,5
027,09:34,7,0,7
028,09:35,11,1,12
029,09:35,1,2,3
030,09:39,0,1,1
031,09:42,4,2,6
032,09:43,2,3,5
033,09:43,3,4,7
034,09:44,20,5,25
035,09:46,6,3,9
036,09:47,1,4,5
037,09:51,0,3,3
038,09:52,7,4,11
039,09:53,5,3,8
040,09:57,3,1,4
041,09:58,1,2,3
042,09:59,3,3,6
043,10:02,3,4,7
044,10:03,0,4,4
045,10:03,2,5,7
046,10:09,4,4,8
047,10:10,1,3,4
048,10:11,7,4,11
049,10:13,12,2,14
050,10:16,6,2,8
051,10:16,1,3,4
052,10:17,1,3,4
053,10:22,6,2,8
054,10:26,5,1,6
055,10:28,9,0,9
056,10:29,0,1,1
057,10:29,6,2,8
058,10:31,0,2,2
059,10:34,7,0,7
060,10:37,1,0,1
061,10:38,3,1,4
062,10:39,17,2,19
063,10:39,5,3,8
064,10:40,8,3,11
065,10:42,2,3,5
066,10:43,3,3,6
067,10:46,3,4,7
068,10:46,1,5,6
069,10:47,0,4,4
070,10:48,0,5,5
071,10:48,1,6,7
072,10:51,1,7,8
073,10:51,0,8,8
074,10:53,0,9,9
075,10:53,0,9,9
076,10:54,0,10,10
077,10:57,6,9,15
078,10:59,0,9,9
079,11:00,4,10,14
080,11:01,1,8,9
081,11:01,0,9,9
082,11:02,2,10,12
083,11:04,15,2,17
084,11:05,3,1,4
085,11:06,7,2,9
086,11:09,5,2,7
087,11:11,0,2,2
088,11:14,6,1,7
089,11:14,0,2,2
090,11:15,3,3,6
091,11:15,0,4,4
092,11:15,3,5,8
093,11:16,2,6,8
094,11:19,28,7,35
095,11:20,2,8,10
096,11:22,3,7,10
097,11:22,6,6,12
098,11:24,0,7,7
099,11:27,6,4,10
100,11:31,9,0,9
101,11:33,4,1,5
102,11:33,0,2,2
103,11:34,14,3,17
104,11:36,3,3,6
105,11:36,2,3,5
106,11:36,4,4,8
107,11:37,1,5,6
108,11:38,4,6,10
109,11:39,3,7,10
110,11:40,0,8,8
111,11:43,1,6,7
112,11:46,2,7,9
113,11:46,2,8,10
114,11:46,7,9,16
115,11:47,2,9,11
116,11:50,6,7,13
117,11:51,5,8,13
118,11:51,6,9,15
119,11:53,9,9,18
120,11:56,6,6,12
121,11:59,2,4,6
122,12:01,6,4,10
123,12:01,3,5,8
124,12:04,36,5,41
125,12:05,5,4,9
126,12:06,5,5,10
127,12:07,4,6,10
128,12:10,1,7,8
129,12:12,6,6,12
130,12:13,3,6,9
131,12:13,1,7,8
132,12:16,3,6,9
134,12:23,18,3,21
135,12:25,0,3,3
136,12:26,16,2,18
137,15:45,0,0,0
138,15:45,6,1,7
139,15:45,1,2,3
140,15:45,7,2,9
141,15:47,13,1,14
142,15:49,2,0,2
143,15:51,13,0,13
144,15:52,3,0,3
145,15:52,7,1,8
146,15:54,8,1,9
147,15:58,4,0,4
148,15:59,7,1,8
149,16:02,1,1,2
150,16:03,13,1,14
151,16:04,17,2,19
152,16:06,0,1,1
153,16:06,2,2,4
154,16:07,13,0,13
155,16:09,2,1,3
156,16:11,0,0,0
157,16:11,1,1,2
158,16:11,6,2,8
159,16:12,1,3,4
160,16:12,3,4,7
161,16:13,0,5,5
162,16:14,1,5,6
163,16:15,8,5,13
164,16:16,4,5,9
165,16:17,1,6,7
166,16:19,3,6,9
167,16:20,3,7,10
168,16:22,6,6,12
169,16:24,4,5,9
170,16:24,7,6,13
171,16:24,3,5,8
172,16:25,5,5,10
173,16:25,8,6,14
174,16:30,8,4,12
175,16:31,3,4,7
176,16:33,6,4,10
177,16:34,9,4,13
178,16:35,3,5,8
179,16:35,1,4,5
180,16:38,5,4,9
181,16:39,1,5,6
182,16:39,12,5,17
183,16:40,6,6,12
184,16:41,3,7,10
185,16:41,0,8,8
186,16:49,5,2,7
187,16:49,5,3,8
188,16:51,4,3,7
189,16:53,2,2,4
190,16:54,8,3,11
191,16:55,10,3,13
192,16:58,14,3,17
193,16:58,6,4,10
194,16:58,1,5,6
195,16:59,4,5,9
196,16:59,7,6,13
197,17:00,0,7,7
198,17:02,11,6,17
199,17:04,15,6,21
200,17:05,1,7,8
201,17:09,6,7,13
202,17:11,12,7,19
203,17:11,16,8,24
204,17:11,2,9,11
205,17:11,0,10,10
206,17:12,0,10,10
207,17:19,4,5,9
208,17:20,6,6,12
209,17:23,1,6,7
210,17:23,1,7,8
211,17:26,2,7,9
212,17:27,13,8,21
213,17:27,2,9,11
214,17:29,2,9,11
215,17:31,0,9,9
216,17:34,2,6,8
217,17:36,2,7,9
218,17:37,7,8,15
219,17:40,4,6,10
220,17:41,2,7,9
221,17:41,3,7,10
222,17:45,3,3,6
223,17:47,1,2,3
224,17:48,8,3,11
225,17:50,2,4,6
226,17:51,3,4,7
227,17:55,6,2,8
228,17:55,2,3,5
229,17:55,0,4,4
230,17:56,17,3,20
231,17:56,1,4,5
232,17:58,13,3,16
233,17:59,6,3,9
234,17:59,3,4,7
235,18:00,2,5,7
236,18:01,10,6,16
237,18:01,1,7,8
238,18:02,3,8,11
239,18:03,0,8,8
240,18:03,3,8,11
241,18:04,0,9,9
242,18:05,0,10,10
243,18:06,1,11,12
244,18:07,1,12,13
245,18:08,1,12,13
246,18:15,0,13,13
247,18:15,3,14,17
248,18:15,0,15,15
249,18:15,2,16,18
250,18:17,8,17,25
251,18:24,0,15,15
252,18:26,13,12,25
253,18:27,5,12,17
254,18:27,1,13,14
255,18:27,0,14,14
256,18:28,3,15,18
257,18:30,0,11,11
258,18:32,9,10,19
259,18:33,1,9,10
260,18:34,8,9,17
261,18:36,15,6,21
262,18:37,1,7,8
263,18:37,0,8,8
264,18:39,2,9,11
265,18:39,7,10,17
266,18:39,22,11,33
267,18:40,1,12,13
268,18:41,1,11,12
269,18:42,6,9,15
270,18:43,3,10,13
271,18:47,0,9,9
272,18:48,10,10,20
273,18:52,3,7,10
274,18:55,1,5,6
275,19:01,11,2,13
276,19:01,2,3,5
277,19:03,12,2,14
278,19:06,9,2,11
279,19:10,0,1,1
280,19:11,2,1,3
282,19:13,8,3,11
284,19:14,5,5,10
286,19:18,0,4,4
